_source,_record,system,basis,nao,E,converged,wall_s,peak_mb,kind,mode,xc,n_iter,conv,mu_D,mu_grid_vs_analytic,step,M,steps,seed,peak_gpu_mb,E_grid5,grad_norm,E_J,lam_min,lam_max,lam_ratio,cond_V,grid_bias_mha
iso_water_M192_s1.log,STEP,,,,266.591412,,,,,,,,,,,0,,,,,,9.99e+02,57.6692,5.04e-01,6.21e+00,8.11e-02,2.3e+08,
iso_water_M192_s1.log,STEP,,,,-76.143820,,,,,,,,,,,500,,,,,,2.37e+01,46.8374,6.63e+00,5.49e+01,1.21e-01,7.3e+08,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.28866890,,132,,splat,,,,,,,1000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.289055,,,,,,,,,,,1000,,,,,,1.35e+01,46.7070,7.07e+00,7.11e+01,9.94e-02,3.0e+09,
iso_water_M192_s1.log,STEP,,,,-76.265089,,,,,,,,,,,1500,,,,,,2.17e+01,46.6778,1.12e+01,1.04e+02,1.08e-01,4.4e+09,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.36841731,,216,,splat,,,,,,,2000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.368697,,,,,,,,,,,2000,,,,,,3.14e+00,46.6620,2.16e+01,1.26e+02,1.71e-01,3.9e+09,
iso_water_M192_s1.log,STEP,,,,-76.368936,,,,,,,,,,,2500,,,,,,2.34e+00,46.6812,2.49e+01,1.64e+02,1.52e-01,1.0e+09,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.37164318,,306,,splat,,,,,,,3000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.371962,,,,,,,,,,,3000,,,,,,2.93e+00,46.6623,4.30e+01,1.74e+02,2.46e-01,3.0e+09,
iso_water_M192_s1.log,STEP,,,,-76.377243,,,,,,,,,,,3500,,,,,,2.43e+00,46.6615,3.88e+01,1.89e+02,2.05e-01,3.4e+10,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38109776,,377,,splat,,,,,,,4000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.381349,,,,,,,,,,,4000,,,,,,2.07e+00,46.6589,3.71e+01,2.09e+02,1.78e-01,3.3e+10,
iso_water_M192_s1.log,STEP,,,,-76.385435,,,,,,,,,,,4500,,,,,,1.95e+00,46.6571,4.59e+01,2.27e+02,2.02e-01,1.1e+10,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38723291,,450,,splat,,,,,,,5000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.387528,,,,,,,,,,,5000,,,,,,1.61e+00,46.6493,6.36e+01,2.49e+02,2.55e-01,8.3e+09,
iso_water_M192_s1.log,STEP,,,,-76.385849,,,,,,,,,,,5500,,,,,,2.22e+00,46.6734,6.16e+01,2.66e+02,2.32e-01,6.7e+09,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38763088,,540,,splat,,,,,,,6000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.387888,,,,,,,,,,,6000,,,,,,1.65e+00,46.6547,8.18e+01,2.93e+02,2.79e-01,2.1e+10,
iso_water_M192_s1.log,STEP,,,,-76.388426,,,,,,,,,,,6500,,,,,,1.50e+00,46.6601,7.37e+01,3.04e+02,2.43e-01,6.8e+10,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38787251,,620,,splat,,,,,,,7000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.388075,,,,,,,,,,,7000,,,,,,1.62e+00,46.6607,7.51e+01,3.07e+02,2.45e-01,7.0e+10,
iso_water_M192_s1.log,STEP,,,,-76.388983,,,,,,,,,,,7500,,,,,,1.51e+00,46.6653,7.05e+01,3.17e+02,2.23e-01,3.2e+10,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38953067,,677,,splat,,,,,,,8000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.389700,,,,,,,,,,,8000,,,,,,2.59e-04,46.6603,7.62e+01,3.20e+02,2.38e-01,1.9e+10,
iso_water_M192_s1.log,STEP,,,,-76.389737,,,,,,,,,,,8500,,,,,,2.01e-02,46.6603,7.24e+01,3.25e+02,2.23e-01,6.2e+10,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38962305,,735,,splat,,,,,,,9000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.389765,,,,,,,,,,,9000,,,,,,5.73e-04,46.6602,6.96e+01,3.29e+02,2.11e-01,1.3e+11,
iso_water_M192_s1.log,STEP,,,,-76.389793,,,,,,,,,,,9500,,,,,,1.59e-04,46.6603,6.74e+01,3.32e+02,2.03e-01,1.7e+11,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38971439,,808,,splat,,,,,,,10000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.389839,,,,,,,,,,,10000,,,,,,1.40e-04,46.6603,6.58e+01,3.35e+02,1.96e-01,1.9e+11,
iso_water_M192_s1.log,STEP,,,,-76.389858,,,,,,,,,,,10500,,,,,,1.28e-04,46.6603,6.46e+01,3.37e+02,1.92e-01,2.0e+11,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38975218,,869,,splat,,,,,,,11000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.389868,,,,,,,,,,,11000,,,,,,1.22e-04,46.6603,6.38e+01,3.39e+02,1.88e-01,2.2e+11,
iso_water_M192_s1.log,STEP,,,,-76.389873,,,,,,,,,,,11500,,,,,,1.19e-04,46.6603,6.32e+01,3.40e+02,1.86e-01,2.3e+11,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,,-76.38976464,,925,,splat,,,,,,,12000,192,,,,,,,,,,,
iso_water_M192_s1.log,STEP,,,,-76.389877,,,,,,,,,,,11999,,,,,,1.17e-04,46.6603,6.29e+01,3.40e+02,1.85e-01,2.4e+11,
iso_water_M192_s1.log,RESULT_PARTIAL,water,,24,-76.38976464,,928,,splat,,pbe,,,,,,192,12000,1,264,,,,,,,,
iso_water_M192_s1.log,RESULT,water,,24,-76.38976464,,942,,splat,,pbe,,,,,,192,12000,1,264,-76.38959407,,,,,,,-0.17056780
iso_water_M192_s0.log,STEP,,,,180.277933,,,,,,,,,,,0,,,,,,6.69e+02,57.6339,9.28e-01,6.18e+00,1.50e-01,2.5e+08,
iso_water_M192_s0.log,STEP,,,,-76.144376,,,,,,,,,,,500,,,,,,1.59e+01,46.7599,6.93e+00,6.29e+01,1.10e-01,2.0e+09,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.26183805,,147,,splat,,,,,,,1000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.262049,,,,,,,,,,,1000,,,,,,1.97e+01,46.6754,8.18e+00,6.46e+01,1.27e-01,7.8e+09,
iso_water_M192_s0.log,STEP,,,,-76.318449,,,,,,,,,,,1500,,,,,,1.79e+01,46.6655,9.15e+00,8.05e+01,1.14e-01,1.0e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.36106696,,238,,splat,,,,,,,2000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.361231,,,,,,,,,,,2000,,,,,,4.12e+00,46.6616,1.62e+01,1.04e+02,1.56e-01,4.2e+10,
iso_water_M192_s0.log,STEP,,,,-76.368592,,,,,,,,,,,2500,,,,,,2.16e+00,46.6158,3.05e+01,1.34e+02,2.27e-01,2.2e+09,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.37300787,,323,,splat,,,,,,,3000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.373153,,,,,,,,,,,3000,,,,,,2.51e+00,46.6533,3.47e+01,1.36e+02,2.56e-01,4.8e+09,
iso_water_M192_s0.log,STEP,,,,-76.380562,,,,,,,,,,,3500,,,,,,1.75e+00,46.6633,3.54e+01,1.41e+02,2.50e-01,8.1e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.38144391,,408,,splat,,,,,,,4000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.381615,,,,,,,,,,,4000,,,,,,2.16e+00,46.6596,5.33e+01,1.51e+02,3.54e-01,5.9e+10,
iso_water_M192_s0.log,STEP,,,,-76.383851,,,,,,,,,,,4500,,,,,,2.34e+00,46.6582,5.45e+01,1.60e+02,3.42e-01,2.6e+11,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.38651089,,494,,splat,,,,,,,5000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.386634,,,,,,,,,,,5000,,,,,,1.87e+00,46.6624,6.38e+01,1.76e+02,3.62e-01,3.5e+10,
iso_water_M192_s0.log,STEP,,,,-76.387526,,,,,,,,,,,5500,,,,,,1.78e+00,46.6606,7.78e+01,1.88e+02,4.13e-01,4.1e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.38777011,,570,,splat,,,,,,,6000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.387914,,,,,,,,,,,6000,,,,,,1.48e+00,46.6612,8.63e+01,2.00e+02,4.32e-01,2.0e+10,
iso_water_M192_s0.log,STEP,,,,-76.388957,,,,,,,,,,,6500,,,,,,8.64e-01,46.6535,9.55e+01,2.08e+02,4.59e-01,1.7e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.38943411,,664,,splat,,,,,,,7000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.389582,,,,,,,,,,,7000,,,,,,3.65e-02,46.6600,9.41e+01,2.20e+02,4.27e-01,1.5e+10,
iso_water_M192_s0.log,STEP,,,,-76.389864,,,,,,,,,,,7500,,,,,,1.38e-01,46.6609,8.90e+01,2.24e+02,3.97e-01,1.8e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.38979653,,760,,splat,,,,,,,8000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.389927,,,,,,,,,,,8000,,,,,,4.85e-01,46.6609,8.61e+01,2.27e+02,3.79e-01,1.8e+10,
iso_water_M192_s0.log,STEP,,,,-76.390051,,,,,,,,,,,8500,,,,,,2.17e-02,46.6607,8.33e+01,2.30e+02,3.62e-01,2.3e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.38997449,,846,,splat,,,,,,,9000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.390090,,,,,,,,,,,9000,,,,,,1.76e-02,46.6607,8.02e+01,2.32e+02,3.45e-01,3.6e+10,
iso_water_M192_s0.log,STEP,,,,-76.390120,,,,,,,,,,,9500,,,,,,2.21e-04,46.6607,7.73e+01,2.34e+02,3.30e-01,2.3e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.39003581,,940,,splat,,,,,,,10000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.390144,,,,,,,,,,,10000,,,,,,1.41e-04,46.6607,7.50e+01,2.36e+02,3.18e-01,2.1e+10,
iso_water_M192_s0.log,STEP,,,,-76.390186,,,,,,,,,,,10500,,,,,,1.49e-04,46.6607,7.33e+01,2.37e+02,3.10e-01,1.7e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.39012870,,1032,,splat,,,,,,,11000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.390234,,,,,,,,,,,11000,,,,,,1.44e-04,46.6608,7.20e+01,2.37e+02,3.04e-01,3.0e+11,
iso_water_M192_s0.log,STEP,,,,-76.390249,,,,,,,,,,,11500,,,,,,1.14e-04,46.6608,7.12e+01,2.38e+02,3.00e-01,7.4e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,,-76.39015129,,1094,,splat,,,,,,,12000,192,,,,,,,,,,,
iso_water_M192_s0.log,STEP,,,,-76.390256,,,,,,,,,,,11999,,,,,,1.09e-04,46.6608,7.07e+01,2.38e+02,2.97e-01,3.5e+10,
iso_water_M192_s0.log,RESULT_PARTIAL,water,,24,-76.39015129,,1096,,splat,,pbe,,,,,,192,12000,0,264,,,,,,,,
iso_water_M192_s0.log,RESULT,water,,24,-76.39015129,,1110,,splat,,pbe,,,,,,192,12000,0,264,-76.38924047,,,,,,,-0.91081906
iso_water_M192_s2.log,STEP,,,,217.163764,,,,,,,,,,,0,,,,,,6.91e+02,57.3630,7.58e-01,4.02e+00,1.88e-01,1.4e+08,
iso_water_M192_s2.log,STEP,,,,-76.118512,,,,,,,,,,,500,,,,,,2.23e+01,46.7714,9.75e+00,4.43e+01,2.20e-01,8.6e+09,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.30399975,,129,,splat,,,,,,,1000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.304303,,,,,,,,,,,1000,,,,,,9.43e+00,46.6863,1.43e+01,6.58e+01,2.17e-01,3.1e+09,
iso_water_M192_s2.log,STEP,,,,-76.343722,,,,,,,,,,,1500,,,,,,4.64e+00,46.6756,1.87e+01,8.32e+01,2.25e-01,3.9e+09,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.36850173,,218,,splat,,,,,,,2000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.368788,,,,,,,,,,,2000,,,,,,2.53e+00,46.6640,3.21e+01,1.18e+02,2.71e-01,2.3e+09,
iso_water_M192_s2.log,STEP,,,,-76.372614,,,,,,,,,,,2500,,,,,,3.24e+00,46.6647,3.12e+01,1.31e+02,2.39e-01,1.2e+09,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.37755187,,315,,splat,,,,,,,3000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.377764,,,,,,,,,,,3000,,,,,,1.50e+00,46.6315,3.50e+01,1.45e+02,2.42e-01,8.8e+09,
iso_water_M192_s2.log,STEP,,,,-76.377313,,,,,,,,,,,3500,,,,,,2.89e+00,46.6682,3.77e+01,1.60e+02,2.36e-01,9.6e+09,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.38268742,,410,,splat,,,,,,,4000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.382861,,,,,,,,,,,4000,,,,,,2.00e+00,46.6641,5.02e+01,1.72e+02,2.93e-01,1.3e+10,
iso_water_M192_s2.log,STEP,,,,-76.384471,,,,,,,,,,,4500,,,,,,1.53e+00,46.6489,5.70e+01,1.79e+02,3.18e-01,3.4e+09,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.38322296,,500,,splat,,,,,,,5000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.383384,,,,,,,,,,,5000,,,,,,2.79e+00,46.6362,6.55e+01,2.18e+02,3.01e-01,4.3e+09,
iso_water_M192_s2.log,STEP,,,,-76.387641,,,,,,,,,,,5500,,,,,,1.60e+00,46.6591,6.69e+01,2.18e+02,3.07e-01,1.0e+10,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.38766499,,578,,splat,,,,,,,6000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.387851,,,,,,,,,,,6000,,,,,,1.52e+00,46.6595,6.53e+01,2.28e+02,2.87e-01,1.1e+10,
iso_water_M192_s2.log,STEP,,,,-76.388850,,,,,,,,,,,6500,,,,,,1.19e+00,46.6612,6.99e+01,2.37e+02,2.94e-01,1.3e+10,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.38976079,,666,,splat,,,,,,,7000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.389921,,,,,,,,,,,7000,,,,,,1.72e-02,46.6604,8.85e+01,2.38e+02,3.72e-01,1.4e+11,
iso_water_M192_s2.log,STEP,,,,-76.390102,,,,,,,,,,,7500,,,,,,1.10e-02,46.6606,8.14e+01,2.41e+02,3.38e-01,4.1e+10,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.39002091,,752,,splat,,,,,,,8000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.390171,,,,,,,,,,,8000,,,,,,6.16e-02,46.6605,7.74e+01,2.43e+02,3.18e-01,5.9e+10,
iso_water_M192_s2.log,STEP,,,,-76.390206,,,,,,,,,,,8500,,,,,,6.57e-03,46.6606,7.47e+01,2.46e+02,3.04e-01,1.2e+11,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.39009258,,828,,splat,,,,,,,9000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.390225,,,,,,,,,,,9000,,,,,,1.60e-04,46.6606,7.20e+01,2.48e+02,2.90e-01,1.8e+11,
iso_water_M192_s2.log,STEP,,,,-76.390236,,,,,,,,,,,9500,,,,,,1.31e-04,46.6606,6.93e+01,2.50e+02,2.77e-01,2.0e+11,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.39012595,,898,,splat,,,,,,,10000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.390244,,,,,,,,,,,10000,,,,,,1.16e-04,46.6607,6.72e+01,2.52e+02,2.67e-01,1.9e+11,
iso_water_M192_s2.log,STEP,,,,-76.390249,,,,,,,,,,,10500,,,,,,1.06e-04,46.6607,6.57e+01,2.53e+02,2.60e-01,1.7e+11,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.39014230,,967,,splat,,,,,,,11000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.390253,,,,,,,,,,,11000,,,,,,9.87e-05,46.6607,6.47e+01,2.54e+02,2.55e-01,1.7e+11,
iso_water_M192_s2.log,STEP,,,,-76.390256,,,,,,,,,,,11500,,,,,,9.46e-05,46.6607,6.40e+01,2.54e+02,2.52e-01,1.7e+11,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,,-76.39014959,,1030,,splat,,,,,,,12000,192,,,,,,,,,,,
iso_water_M192_s2.log,STEP,,,,-76.390258,,,,,,,,,,,11999,,,,,,9.19e-05,46.6607,6.36e+01,2.54e+02,2.50e-01,1.7e+11,
iso_water_M192_s2.log,RESULT_PARTIAL,water,,24,-76.39014959,,1032,,splat,,pbe,,,,,,192,12000,2,264,,,,,,,,
iso_water_M192_s2.log,RESULT,water,,24,-76.39014959,,1047,,splat,,pbe,,,,,,192,12000,2,264,-76.38942722,,,,,,,-0.72236853
iso_ethanol_M72_s0.log,STEP,,,,673.600190,,,,,,,,,,,0,,,,,,9.97e+02,172.4151,1.66e-01,2.01e+00,8.26e-02,1.2e+04,
iso_ethanol_M72_s0.log,STEP,,,,-153.842236,,,,,,,,,,,500,,,,,,8.48e+00,156.2403,5.50e-01,1.88e+01,2.93e-02,2.6e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.09245968,,103,,splat,,,,,,,1000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.141495,,,,,,,,,,,1000,,,,,,1.04e+01,156.4400,5.63e-01,1.95e+01,2.89e-02,1.3e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.278497,,,,,,,,,,,1500,,,,,,1.22e+01,156.3612,7.05e-01,2.09e+01,3.37e-02,2.5e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.29884126,,156,,splat,,,,,,,2000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.355540,,,,,,,,,,,2000,,,,,,7.55e+00,156.3184,1.21e+00,2.09e+01,5.77e-02,2.9e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.381889,,,,,,,,,,,2500,,,,,,5.70e+00,156.3211,1.15e+00,2.07e+01,5.54e-02,3.1e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.42642808,,190,,splat,,,,,,,3000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.488908,,,,,,,,,,,3000,,,,,,5.26e+00,156.4473,1.25e+00,2.26e+01,5.54e-02,3.4e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.623056,,,,,,,,,,,3500,,,,,,4.21e+00,156.6689,1.28e+00,2.16e+01,5.90e-02,4.3e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.57672616,,235,,splat,,,,,,,4000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.626159,,,,,,,,,,,4000,,,,,,6.71e+00,156.5110,1.46e+00,2.23e+01,6.53e-02,4.5e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.662752,,,,,,,,,,,4500,,,,,,3.91e+00,156.5459,1.79e+00,2.22e+01,8.08e-02,4.6e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.62223240,,266,,splat,,,,,,,5000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.663091,,,,,,,,,,,5000,,,,,,6.36e+00,156.6469,1.80e+00,2.37e+01,7.63e-02,4.7e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.663681,,,,,,,,,,,5500,,,,,,5.65e+00,156.6272,2.13e+00,2.39e+01,8.91e-02,4.8e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.62933292,,289,,splat,,,,,,,6000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.672413,,,,,,,,,,,6000,,,,,,3.52e+00,156.6487,1.51e+00,2.47e+01,6.09e-02,4.8e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.672919,,,,,,,,,,,6500,,,,,,5.80e+00,156.6437,1.66e+00,2.67e+01,6.21e-02,5.2e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.63834578,,337,,splat,,,,,,,7000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.673081,,,,,,,,,,,7000,,,,,,3.51e+00,156.6937,2.22e+00,2.46e+01,9.03e-02,5.4e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.680909,,,,,,,,,,,7500,,,,,,4.58e+00,156.6523,1.62e+00,2.51e+01,6.44e-02,5.6e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.65263669,,372,,splat,,,,,,,8000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.690210,,,,,,,,,,,8000,,,,,,2.38e+00,156.6532,1.93e+00,3.13e+01,6.17e-02,5.5e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.698857,,,,,,,,,,,8500,,,,,,2.14e+00,156.6932,1.55e+00,5.12e+01,3.03e-02,5.6e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.67111826,,398,,splat,,,,,,,9000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.714829,,,,,,,,,,,9000,,,,,,3.21e+00,156.6419,1.16e+00,7.15e+01,1.62e-02,6.6e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.725697,,,,,,,,,,,9500,,,,,,2.13e+00,156.5903,9.96e-01,6.80e+01,1.47e-02,8.6e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.68143631,,425,,splat,,,,,,,10000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.725905,,,,,,,,,,,10000,,,,,,1.54e+00,156.5879,9.35e-01,6.54e+01,1.43e-02,8.8e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.726037,,,,,,,,,,,10500,,,,,,1.39e+00,156.5835,8.14e-01,6.28e+01,1.30e-02,8.8e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.68302419,,445,,splat,,,,,,,11000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.726945,,,,,,,,,,,11000,,,,,,9.53e-03,156.5545,7.00e-01,6.27e+01,1.12e-02,8.8e+05,
iso_ethanol_M72_s0.log,STEP,,,,-154.726304,,,,,,,,,,,11500,,,,,,2.71e-03,156.5245,7.86e-01,6.60e+01,1.19e-02,8.9e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,,-154.68617475,,466,,splat,,,,,,,12000,72,,,,,,,,,,,
iso_ethanol_M72_s0.log,STEP,,,,-154.725472,,,,,,,,,,,11999,,,,,,2.06e-03,156.5294,8.48e-01,6.79e+01,1.25e-02,8.9e+05,
iso_ethanol_M72_s0.log,RESULT_PARTIAL,ethanol,,72,-154.68617475,,468,,splat,,pbe,,,,,,72,12000,0,1147,,,,,,,,
iso_ethanol_M72_s0.log,RESULT,ethanol,,72,-154.68617475,,488,,splat,,pbe,,,,,,72,12000,0,1147,-154.68618805,,,,,,,0.01329624
iso_ethanol_M72_s1.log,STEP,,,,711.631172,,,,,,,,,,,0,,,,,,9.82e+02,172.3020,1.67e-01,2.53e+00,6.59e-02,7.0e+03,
iso_ethanol_M72_s1.log,STEP,,,,-153.837115,,,,,,,,,,,500,,,,,,8.06e+00,156.2313,5.06e-01,2.29e+01,2.22e-02,8.2e+04,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-153.98838256,,100,,splat,,,,,,,1000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.046510,,,,,,,,,,,1000,,,,,,8.97e+00,156.5800,4.68e-01,2.60e+01,1.80e-02,1.2e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.212637,,,,,,,,,,,1500,,,,,,6.85e+00,156.4478,6.50e-01,2.58e+01,2.52e-02,1.5e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.38773824,,154,,splat,,,,,,,2000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.454450,,,,,,,,,,,2000,,,,,,8.12e+00,156.5595,9.37e-01,2.93e+01,3.20e-02,2.7e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.513611,,,,,,,,,,,2500,,,,,,9.69e+00,156.5611,1.18e+00,2.86e+01,4.11e-02,2.7e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.52911534,,204,,splat,,,,,,,3000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.591167,,,,,,,,,,,3000,,,,,,1.03e+01,156.5751,1.09e+00,2.38e+01,4.60e-02,3.0e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.612610,,,,,,,,,,,3500,,,,,,4.26e+00,156.5286,1.45e+00,2.13e+01,6.79e-02,2.9e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.57621094,,243,,splat,,,,,,,4000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.616274,,,,,,,,,,,4000,,,,,,5.89e+00,156.6740,1.65e+00,2.34e+01,7.07e-02,2.9e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.657370,,,,,,,,,,,4500,,,,,,6.04e+00,156.7123,1.84e+00,2.59e+01,7.10e-02,4.4e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.61745336,,298,,splat,,,,,,,5000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.657077,,,,,,,,,,,5000,,,,,,7.18e+00,156.6769,1.71e+00,2.76e+01,6.20e-02,5.0e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.675117,,,,,,,,,,,5500,,,,,,6.00e+00,156.6569,2.52e+00,2.90e+01,8.71e-02,5.3e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.63244136,,344,,splat,,,,,,,6000,72,,,,,,,,,,,
