_source,_record,system,basis,nao,E,converged,wall_s,peak_mb,kind,mode,xc,n_iter,conv,mu_D,mu_grid_vs_analytic,step,M,steps,seed,peak_gpu_mb,E_grid5,grad_norm,E_J,lam_min,lam_max,lam_ratio,cond_V,grid_bias_mha
iso_ethanol_M72_s1.log,STEP,,,,-154.679504,,,,,,,,,,,6000,,,,,,4.23e+00,156.6263,2.41e+00,2.88e+01,8.40e-02,5.7e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.695379,,,,,,,,,,,6500,,,,,,3.18e+00,156.6092,2.12e+00,2.92e+01,7.27e-02,5.8e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.64926591,,378,,splat,,,,,,,7000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.699774,,,,,,,,,,,7000,,,,,,2.46e+00,156.6388,2.50e+00,2.90e+01,8.61e-02,5.8e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.705251,,,,,,,,,,,7500,,,,,,3.41e+00,156.6021,2.22e+00,3.68e+01,6.01e-02,6.1e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.66824765,,406,,splat,,,,,,,8000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.711388,,,,,,,,,,,8000,,,,,,2.09e+00,156.6099,2.25e+00,5.88e+01,3.82e-02,6.0e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.715015,,,,,,,,,,,8500,,,,,,2.10e+00,156.6226,2.17e+00,7.81e+01,2.77e-02,6.0e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.67569907,,431,,splat,,,,,,,9000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.719275,,,,,,,,,,,9000,,,,,,1.27e+00,156.6274,1.99e+00,8.82e+01,2.26e-02,6.3e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.725242,,,,,,,,,,,9500,,,,,,1.26e+00,156.6009,1.81e+00,9.54e+01,1.90e-02,7.1e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.68393814,,471,,splat,,,,,,,10000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.731100,,,,,,,,,,,10000,,,,,,1.60e-02,156.5641,1.53e+00,1.01e+02,1.52e-02,7.2e+05,
iso_ethanol_M72_s1.log,STEP,,,,-154.743728,,,,,,,,,,,10500,,,,,,1.08e+00,156.5463,1.11e+00,1.04e+02,1.07e-02,9.7e+05,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.70344169,,494,,splat,,,,,,,11000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.746578,,,,,,,,,,,11000,,,,,,4.12e-03,156.5530,9.41e-01,1.02e+02,9.24e-03,1.0e+06,
iso_ethanol_M72_s1.log,STEP,,,,-154.748304,,,,,,,,,,,11500,,,,,,3.36e-03,156.5487,9.00e-01,9.98e+01,9.02e-03,1.0e+06,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,,-154.70478106,,520,,splat,,,,,,,12000,72,,,,,,,,,,,
iso_ethanol_M72_s1.log,STEP,,,,-154.749227,,,,,,,,,,,11999,,,,,,2.96e-03,156.5467,8.84e-01,9.83e+01,9.00e-03,1.0e+06,
iso_ethanol_M72_s1.log,RESULT_PARTIAL,ethanol,,72,-154.70478106,,523,,splat,,pbe,,,,,,72,12000,1,1147,,,,,,,,
iso_ethanol_M72_s1.log,RESULT,ethanol,,72,-154.70478106,,541,,splat,,pbe,,,,,,72,12000,1,1147,-154.70479248,,,,,,,0.01141611
iso_ethanol_M72_s2.log,STEP,,,,657.315624,,,,,,,,,,,0,,,,,,1.16e+03,168.2647,1.45e-01,1.54e+00,9.41e-02,1.8e+04,
iso_ethanol_M72_s2.log,STEP,,,,-153.885845,,,,,,,,,,,500,,,,,,7.31e+00,156.1434,4.42e-01,1.70e+01,2.59e-02,1.6e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.01945108,,97,,splat,,,,,,,1000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.072074,,,,,,,,,,,1000,,,,,,7.45e+00,156.5486,4.85e-01,1.72e+01,2.82e-02,1.2e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.256192,,,,,,,,,,,1500,,,,,,6.76e+00,156.6045,8.97e-01,1.75e+01,5.13e-02,2.0e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.42358440,,156,,splat,,,,,,,2000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.473961,,,,,,,,,,,2000,,,,,,5.53e+00,156.6276,7.85e-01,2.18e+01,3.60e-02,2.7e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.495680,,,,,,,,,,,2500,,,,,,6.78e+00,156.6187,9.26e-01,2.19e+01,4.23e-02,2.8e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.48935324,,208,,splat,,,,,,,3000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.534823,,,,,,,,,,,3000,,,,,,5.92e+00,156.6373,1.10e+00,2.28e+01,4.83e-02,4.0e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.615741,,,,,,,,,,,3500,,,,,,9.36e+00,156.6717,1.50e+00,2.38e+01,6.28e-02,4.5e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.59018882,,254,,splat,,,,,,,4000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.625945,,,,,,,,,,,4000,,,,,,8.66e+00,156.6345,1.86e+00,2.57e+01,7.23e-02,4.6e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.652089,,,,,,,,,,,4500,,,,,,6.03e+00,156.7600,2.26e+00,2.74e+01,8.26e-02,4.5e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.64846794,,297,,splat,,,,,,,5000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.688650,,,,,,,,,,,5000,,,,,,3.50e+00,156.6961,2.88e+00,3.14e+01,9.17e-02,4.2e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.705884,,,,,,,,,,,5500,,,,,,1.94e+00,156.7300,3.20e+00,3.43e+01,9.31e-02,5.1e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.69397292,,349,,splat,,,,,,,6000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.730281,,,,,,,,,,,6000,,,,,,3.55e+00,156.7309,2.86e+00,3.61e+01,7.91e-02,7.0e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.742645,,,,,,,,,,,6500,,,,,,3.91e+00,156.6673,3.11e+00,3.53e+01,8.80e-02,7.7e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.71041302,,401,,splat,,,,,,,7000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.747477,,,,,,,,,,,7000,,,,,,3.38e+00,156.7155,2.86e+00,3.68e+01,7.77e-02,7.6e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.753351,,,,,,,,,,,7500,,,,,,2.35e+00,156.7094,2.38e+00,4.04e+01,5.88e-02,7.7e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.72388848,,441,,splat,,,,,,,8000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.754330,,,,,,,,,,,8000,,,,,,3.82e+00,156.7579,2.03e+00,3.87e+01,5.25e-02,8.0e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.760113,,,,,,,,,,,8500,,,,,,2.25e+00,156.7411,1.58e+00,3.89e+01,4.06e-02,8.2e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.72976108,,466,,splat,,,,,,,9000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.762156,,,,,,,,,,,9000,,,,,,1.85e+00,156.7433,1.31e+00,4.04e+01,3.25e-02,8.2e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.763650,,,,,,,,,,,9500,,,,,,1.34e+00,156.7355,1.09e+00,4.06e+01,2.68e-02,8.2e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.73085462,,486,,splat,,,,,,,10000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.764187,,,,,,,,,,,10000,,,,,,1.45e+00,156.7262,9.46e-01,4.07e+01,2.32e-02,8.2e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.764635,,,,,,,,,,,10500,,,,,,1.17e+00,156.7239,8.57e-01,4.07e+01,2.11e-02,8.2e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.73116350,,507,,splat,,,,,,,11000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.765047,,,,,,,,,,,11000,,,,,,1.27e-03,156.7177,7.61e-01,4.03e+01,1.89e-02,8.2e+05,
iso_ethanol_M72_s2.log,STEP,,,,-154.765265,,,,,,,,,,,11500,,,,,,1.09e-03,156.7142,7.11e-01,4.00e+01,1.78e-02,8.2e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,,-154.73122406,,525,,splat,,,,,,,12000,72,,,,,,,,,,,
iso_ethanol_M72_s2.log,STEP,,,,-154.765395,,,,,,,,,,,11999,,,,,,9.79e-04,156.7121,6.79e-01,3.98e+01,1.71e-02,8.2e+05,
iso_ethanol_M72_s2.log,RESULT_PARTIAL,ethanol,,72,-154.73122406,,528,,splat,,pbe,,,,,,72,12000,2,1147,,,,,,,,
iso_ethanol_M72_s2.log,RESULT,ethanol,,72,-154.73122406,,546,,splat,,pbe,,,,,,72,12000,2,1147,-154.73120790,,,,,,,-0.01615452
iso_ethanol_M144_s0.log,STEP,,,,688.542603,,,,,,,,,,,0,,,,,,9.39e+02,171.7438,3.44e-01,4.98e+00,6.92e-02,2.8e+05,
iso_ethanol_M144_s0.log,STEP,,,,-154.666206,,,,,,,,,,,500,,,,,,6.08e+00,156.8104,1.96e+00,4.62e+01,4.24e-02,1.3e+10,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.75148517,,133,,splat,,,,,,,1000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.771098,,,,,,,,,,,1000,,,,,,7.05e+00,156.8609,3.02e+00,4.65e+01,6.49e-02,6.4e+09,
iso_ethanol_M144_s0.log,STEP,,,,-154.827969,,,,,,,,,,,1500,,,,,,5.05e+00,156.8329,3.71e+00,4.85e+01,7.65e-02,7.3e+09,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.82371020,,215,,splat,,,,,,,2000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.846823,,,,,,,,,,,2000,,,,,,5.30e+00,156.8675,5.26e+00,4.96e+01,1.06e-01,1.2e+10,
iso_ethanol_M144_s0.log,STEP,,,,-154.871996,,,,,,,,,,,2500,,,,,,6.02e+00,156.8022,5.47e+00,5.15e+01,1.06e-01,2.1e+09,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.84779381,,290,,splat,,,,,,,3000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.865119,,,,,,,,,,,3000,,,,,,6.09e+00,156.8581,5.14e+00,5.25e+01,9.78e-02,3.8e+09,
iso_ethanol_M144_s0.log,STEP,,,,-154.877071,,,,,,,,,,,3500,,,,,,3.91e+00,156.8370,7.00e+00,5.36e+01,1.31e-01,2.7e+09,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.87075828,,364,,splat,,,,,,,4000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.885115,,,,,,,,,,,4000,,,,,,4.04e+00,156.8070,5.79e+00,5.26e+01,1.10e-01,1.8e+09,
iso_ethanol_M144_s0.log,STEP,,,,-154.889791,,,,,,,,,,,4500,,,,,,3.05e+00,156.7931,5.31e+00,5.40e+01,9.83e-02,3.3e+09,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.87242575,,447,,splat,,,,,,,5000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.885300,,,,,,,,,,,5000,,,,,,3.64e+00,156.7507,1.03e+01,5.99e+01,1.72e-01,1.8e+09,
iso_ethanol_M144_s0.log,STEP,,,,-154.892418,,,,,,,,,,,5500,,,,,,3.48e+00,156.7432,8.05e+00,6.40e+01,1.26e-01,3.1e+09,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.87914721,,530,,splat,,,,,,,6000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.894682,,,,,,,,,,,6000,,,,,,2.30e+00,156.7885,8.74e+00,7.28e+01,1.20e-01,3.0e+09,
iso_ethanol_M144_s0.log,STEP,,,,-154.903254,,,,,,,,,,,6500,,,,,,1.32e+00,156.7885,1.11e+01,7.97e+01,1.39e-01,1.7e+10,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.89117991,,613,,splat,,,,,,,7000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.906050,,,,,,,,,,,7000,,,,,,1.27e+00,156.7919,9.03e+00,8.21e+01,1.10e-01,4.4e+09,
iso_ethanol_M144_s0.log,STEP,,,,-154.906460,,,,,,,,,,,7500,,,,,,8.83e-01,156.7844,9.96e+00,8.70e+01,1.15e-01,1.5e+09,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.89451966,,692,,splat,,,,,,,8000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.907261,,,,,,,,,,,8000,,,,,,5.19e-01,156.7975,9.03e+00,8.86e+01,1.02e-01,9.2e+08,
iso_ethanol_M144_s0.log,STEP,,,,-154.907521,,,,,,,,,,,8500,,,,,,1.02e+00,156.8001,8.47e+00,9.19e+01,9.22e-02,6.3e+08,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.89575366,,769,,splat,,,,,,,9000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.907578,,,,,,,,,,,9000,,,,,,1.80e+00,156.7965,8.24e+00,9.34e+01,8.82e-02,1.6e+08,
iso_ethanol_M144_s0.log,STEP,,,,-154.909892,,,,,,,,,,,9500,,,,,,1.61e+00,156.7822,7.95e+00,9.62e+01,8.27e-02,8.0e+07,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.89955044,,818,,splat,,,,,,,10000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.911717,,,,,,,,,,,10000,,,,,,1.22e+00,156.7988,7.93e+00,9.93e+01,7.99e-02,5.7e+07,
iso_ethanol_M144_s0.log,STEP,,,,-154.913479,,,,,,,,,,,10500,,,,,,1.08e+00,156.7991,7.42e+00,1.02e+02,7.28e-02,4.5e+07,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.90191692,,865,,splat,,,,,,,11000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.914918,,,,,,,,,,,11000,,,,,,1.52e-03,156.8004,6.56e+00,1.04e+02,6.34e-02,3.8e+07,
iso_ethanol_M144_s0.log,STEP,,,,-154.915600,,,,,,,,,,,11500,,,,,,1.22e-03,156.8010,6.07e+00,1.04e+02,5.82e-02,3.4e+07,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,,-154.90262176,,907,,splat,,,,,,,12000,144,,,,,,,,,,,
iso_ethanol_M144_s0.log,STEP,,,,-154.915946,,,,,,,,,,,11999,,,,,,1.05e-03,156.8016,5.75e+00,1.05e+02,5.49e-02,3.2e+07,
iso_ethanol_M144_s0.log,RESULT_PARTIAL,ethanol,,72,-154.90262176,,909,,splat,,pbe,,,,,,144,12000,0,205,,,,,,,,
iso_ethanol_M144_s0.log,RESULT,ethanol,,72,-154.90262176,,929,,splat,,pbe,,,,,,144,12000,0,205,-154.90263793,,,,,,,0.01616821
iso_ethanol_M144_s1.log,STEP,,,,633.931741,,,,,,,,,,,0,,,,,,8.05e+02,179.0372,4.65e-01,4.47e+00,1.04e-01,9.1e+04,
iso_ethanol_M144_s1.log,STEP,,,,-154.627509,,,,,,,,,,,500,,,,,,7.32e+00,156.8342,2.03e+00,4.82e+01,4.22e-02,1.0e+09,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.75278779,,121,,splat,,,,,,,1000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.768674,,,,,,,,,,,1000,,,,,,9.23e+00,156.8168,2.19e+00,4.76e+01,4.60e-02,1.7e+10,
iso_ethanol_M144_s1.log,STEP,,,,-154.824749,,,,,,,,,,,1500,,,,,,6.77e+00,156.8606,2.98e+00,4.80e+01,6.21e-02,1.0e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.82352959,,194,,splat,,,,,,,2000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.842510,,,,,,,,,,,2000,,,,,,5.75e+00,156.8259,3.67e+00,4.77e+01,7.70e-02,4.3e+10,
iso_ethanol_M144_s1.log,STEP,,,,-154.779608,,,,,,,,,,,2500,,,,,,1.11e+01,156.7940,4.00e+00,4.81e+01,8.31e-02,4.9e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.83315230,,264,,splat,,,,,,,3000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.854392,,,,,,,,,,,3000,,,,,,9.73e+00,156.6588,4.60e+00,5.06e+01,9.09e-02,2.8e+10,
iso_ethanol_M144_s1.log,STEP,,,,-154.883038,,,,,,,,,,,3500,,,,,,4.58e+00,156.7669,5.68e+00,5.31e+01,1.07e-01,1.7e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.87015504,,338,,splat,,,,,,,4000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.886944,,,,,,,,,,,4000,,,,,,2.86e+00,156.7930,7.57e+00,5.48e+01,1.38e-01,1.7e+09,
iso_ethanol_M144_s1.log,STEP,,,,-154.886904,,,,,,,,,,,4500,,,,,,2.61e+00,156.7919,8.34e+00,5.66e+01,1.47e-01,2.3e+09,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.87653601,,422,,splat,,,,,,,5000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.891225,,,,,,,,,,,5000,,,,,,3.22e+00,156.8012,1.03e+01,6.20e+01,1.67e-01,2.4e+09,
iso_ethanol_M144_s1.log,STEP,,,,-154.892958,,,,,,,,,,,5500,,,,,,2.09e+00,156.8571,9.94e+00,6.40e+01,1.55e-01,4.3e+09,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.88285710,,505,,splat,,,,,,,6000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.897392,,,,,,,,,,,6000,,,,,,2.85e+00,156.7912,1.04e+01,6.61e+01,1.58e-01,3.9e+09,
iso_ethanol_M144_s1.log,STEP,,,,-154.900703,,,,,,,,,,,6500,,,,,,2.42e+00,156.7862,1.02e+01,6.77e+01,1.51e-01,3.3e+09,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.88616883,,586,,splat,,,,,,,7000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.900834,,,,,,,,,,,7000,,,,,,2.99e+00,156.7736,1.02e+01,6.81e+01,1.49e-01,3.3e+09,
iso_ethanol_M144_s1.log,STEP,,,,-154.905213,,,,,,,,,,,7500,,,,,,3.70e+00,156.7964,8.82e+00,6.92e+01,1.28e-01,5.7e+09,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.89180731,,654,,splat,,,,,,,8000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.904744,,,,,,,,,,,8000,,,,,,3.58e+00,156.7925,1.03e+01,6.97e+01,1.47e-01,7.2e+09,
iso_ethanol_M144_s1.log,STEP,,,,-154.907246,,,,,,,,,,,8500,,,,,,2.72e+00,156.7956,8.72e+00,7.28e+01,1.20e-01,7.6e+09,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.89502629,,727,,splat,,,,,,,9000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.908106,,,,,,,,,,,9000,,,,,,2.79e+00,156.7920,9.48e+00,7.55e+01,1.26e-01,1.2e+10,
iso_ethanol_M144_s1.log,STEP,,,,-154.908774,,,,,,,,,,,9500,,,,,,2.04e+00,156.8048,9.30e+00,8.03e+01,1.16e-01,1.9e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.89790696,,799,,splat,,,,,,,10000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.911907,,,,,,,,,,,10000,,,,,,2.35e+00,156.7866,7.40e+00,8.41e+01,8.80e-02,1.7e+10,
iso_ethanol_M144_s1.log,STEP,,,,-154.913041,,,,,,,,,,,10500,,,,,,3.07e+00,156.7832,6.08e+00,8.57e+01,7.10e-02,2.2e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.89968970,,858,,splat,,,,,,,11000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.914152,,,,,,,,,,,11000,,,,,,1.93e-02,156.7838,5.07e+00,8.75e+01,5.80e-02,2.4e+10,
iso_ethanol_M144_s1.log,STEP,,,,-154.914580,,,,,,,,,,,11500,,,,,,1.41e-03,156.7831,4.27e+00,8.95e+01,4.77e-02,1.5e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,,-154.90084821,,905,,splat,,,,,,,12000,144,,,,,,,,,,,
iso_ethanol_M144_s1.log,STEP,,,,-154.914807,,,,,,,,,,,11999,,,,,,1.16e-03,156.7823,3.87e+00,9.11e+01,4.25e-02,1.3e+10,
iso_ethanol_M144_s1.log,RESULT_PARTIAL,ethanol,,72,-154.90084821,,907,,splat,,pbe,,,,,,144,12000,1,205,,,,,,,,
iso_ethanol_M144_s1.log,RESULT,ethanol,,72,-154.90084821,,926,,splat,,pbe,,,,,,144,12000,1,205,-154.90053479,,,,,,,-0.31341615
iso_ethanol_M144_s2.log,STEP,,,,667.037640,,,,,,,,,,,0,,,,,,9.17e+02,168.4668,2.98e-01,5.00e+00,5.96e-02,1.7e+05,
iso_ethanol_M144_s2.log,STEP,,,,-154.629148,,,,,,,,,,,500,,,,,,7.50e+00,156.7720,1.70e+00,4.80e+01,3.54e-02,9.2e+09,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.73756060,,124,,splat,,,,,,,1000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.755537,,,,,,,,,,,1000,,,,,,7.51e+00,156.8109,2.40e+00,4.75e+01,5.05e-02,9.2e+09,
iso_ethanol_M144_s2.log,STEP,,,,-154.799956,,,,,,,,,,,1500,,,,,,8.25e+00,156.8393,3.32e+00,4.90e+01,6.77e-02,1.0e+10,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.82657729,,202,,splat,,,,,,,2000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.843704,,,,,,,,,,,2000,,,,,,5.73e+00,156.8389,3.75e+00,5.32e+01,7.06e-02,1.1e+10,
iso_ethanol_M144_s2.log,STEP,,,,-154.857695,,,,,,,,,,,2500,,,,,,3.84e+00,156.8097,5.73e+00,5.84e+01,9.81e-02,1.5e+10,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.85591087,,282,,splat,,,,,,,3000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.871492,,,,,,,,,,,3000,,,,,,6.23e+00,156.7796,5.80e+00,6.23e+01,9.31e-02,4.6e+09,
iso_ethanol_M144_s2.log,STEP,,,,-154.881324,,,,,,,,,,,3500,,,,,,3.28e+00,156.7416,6.26e+00,6.46e+01,9.69e-02,2.1e+09,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.87686547,,365,,splat,,,,,,,4000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.890316,,,,,,,,,,,4000,,,,,,1.57e+00,156.7401,7.84e+00,6.46e+01,1.21e-01,7.6e+08,
iso_ethanol_M144_s2.log,STEP,,,,-154.877036,,,,,,,,,,,4500,,,,,,5.23e+00,156.7956,8.73e+00,6.46e+01,1.35e-01,2.2e+08,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.88237844,,448,,splat,,,,,,,5000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.894660,,,,,,,,,,,5000,,,,,,3.35e+00,156.7879,7.94e+00,6.58e+01,1.21e-01,4.4e+08,
iso_ethanol_M144_s2.log,STEP,,,,-154.888759,,,,,,,,,,,5500,,,,,,2.20e+00,156.8937,8.11e+00,6.80e+01,1.19e-01,1.2e+08,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.88158540,,531,,splat,,,,,,,6000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.892968,,,,,,,,,,,6000,,,,,,4.04e+00,156.8288,1.10e+01,7.09e+01,1.55e-01,4.1e+08,
iso_ethanol_M144_s2.log,STEP,,,,-154.897373,,,,,,,,,,,6500,,,,,,2.84e+00,156.7727,1.01e+01,7.34e+01,1.38e-01,1.3e+08,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.89207910,,610,,splat,,,,,,,7000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.902797,,,,,,,,,,,7000,,,,,,2.19e+00,156.8086,9.84e+00,7.61e+01,1.29e-01,9.6e+07,
iso_ethanol_M144_s2.log,STEP,,,,-154.905794,,,,,,,,,,,7500,,,,,,3.06e+00,156.8022,8.34e+00,7.80e+01,1.07e-01,6.7e+07,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.89290326,,686,,splat,,,,,,,8000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.904612,,,,,,,,,,,8000,,,,,,4.98e+00,156.8058,9.70e+00,7.99e+01,1.21e-01,1.8e+08,
iso_ethanol_M144_s2.log,STEP,,,,-154.909275,,,,,,,,,,,8500,,,,,,1.87e+00,156.8412,8.78e+00,8.20e+01,1.07e-01,2.0e+08,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.89924299,,762,,splat,,,,,,,9000,144,,,,,,,,,,,
iso_ethanol_M144_s2.log,STEP,,,,-154.912523,,,,,,,,,,,9000,,,,,,2.79e+00,156.7884,7.88e+00,8.44e+01,9.33e-02,3.6e+08,
iso_ethanol_M144_s2.log,STEP,,,,-154.912519,,,,,,,,,,,9500,,,,,,2.91e+00,156.7806,7.78e+00,8.66e+01,8.99e-02,3.1e+08,
iso_ethanol_M144_s2.log,RESULT_PARTIAL,ethanol,,,-154.90310793,,833,,splat,,,,,,,10000,144,,,,,,,,,,,
