ladder,params,error_mha
gto,9204.0,214.18410120173803
gto,21424.0,58.59218120173182
gto,42350.0,16.02847120170736
splat,6000.0,4012.0353051182747
splat,12000.0,316.0210751182717
splat,24000.0,30.34569511828522
splat,48000.0,2.5241751182534244
