_source,_record,kind,system,basis,nao,src,xc,E,dE_vs_dftax_mha,max_grad,wall_s,path,M,steps,seed,E_grid5,grid_bias_mha,grid_converged,peak_gpu_mb,peak_train_mb,polished,vs,ckpt,mu_D,exp_mu_D,exp_kind,exp_conformer,d_exp_mD,exp_target_D,d_target_mD,homo,lumo,gap,T,rho_nuc,mad_occ_mha,dF_max,dF_vs,maxF,L1_rho,L1_floor,conv,mu_grid_vs_analytic,n_occ,n_grid,occ_mo,E_hf,E_ccsd,E_ccsd_t,L1_rho_vs_pbe,nelec,gate_L1_pbe,screen_pad,stage,gradtheta_rms,gradC_rms,dF_src,wf_kind,wf_basis,L1_rho_wf,dF_wf,L1_rho_self,dF_self,frac_cbs
exp2_observables,RESULT,obs,ethanol,,,,,-154.66468967,,,,,72,,,-154.66468967,0.00000000,True,,,,cc-pv5z,,0.95975881,1.44100000,mu_0,anti,-481.24118980,nan,nan,-0.20758205,0.19537372,0.40295577,154.02684638,"115.2895,115.4360,269.5986,0.3140,0.4333,0.4569,0.4365,0.3991,0.3968",8.79759812,nan,,0.15812584,0.77365821,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.91338863,,,649,experiments/exp2_observables/results/ckpt_ethanol_M174.eqx,174,12000,0,-154.91300822,-0.38041444,False,2384,303,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.91300822,,,,,174,,,-154.91300822,0.00000000,True,,,,cc-pv5z,,1.55936499,1.44100000,mu_0,anti,118.36498545,nan,nan,-0.22742859,0.06245359,0.28988217,154.35621205,"124.9238,124.8357,307.4726,0.4560,0.4606,0.4623,0.4656,0.4782,0.4668",0.92043033,nan,,0.03233096,0.13022562,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.92144632,,,2168,experiments/exp2_observables/results/ckpt_ethanol_M345.eqx,345,12000,0,-154.92061346,-0.83286415,False,4727,592,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.92061346,,,,,345,,,-154.92061346,0.00000000,True,,,,cc-pv5z,raw,1.57212868,1.44100000,mu_0,anti,131.12868085,nan,nan,-0.22677761,0.00208748,0.22886509,154.36047352,"125.6164,125.8176,310.0836,0.4540,0.4663,0.4730,0.4760,0.4951,0.4914",0.86207663,0.01917064,cc-pvtz,0.02215876,0.05338912,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,forces,ethanol,,,,,-154.92185549,,,1836,experiments/exp2_observables/results/ckpt_ethanol_M345_polished.eqx,345,,,-154.92052541,-1.33008200,False,,,,,,,,,,,,,,,,,,,0.00328971,cc-pvtz,,,,,,,,,,,,,,,,final,0.00000290,0.00000873,,,,,,,,
exp2_observables,RESULT,gtol1,alanine_dipeptide,cc-pvqz,910,,,,,,,,,,,,,,,,,cc-pvqz,,,,,,,,,,,,,,,,,,0.00000000,,,,39,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,alanine_dipeptide,,,,,-494.73032657,,,815,experiments/exp2_observables/results/ckpt_alanine_dipeptide_M200.eqx,200,12000,0,-494.73032354,-0.00303701,True,6585,402,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-494.73032354,,,,,200,,,-494.73032354,0.00000000,True,,,,cc-pvqz,raw,4.09082543,nan,none,n/a,nan,nan,nan,-0.19618304,0.03987779,0.23606083,492.46579542,"115.5457,115.3310,281.6630,175.5301,115.1287,115.5490,108.4698,279.2270,182.9581,115.9624,0.3802,0.3665,0.4090,0.3341,0.4073,0.4400,0.4390,0.3706,0.2868,0.3826,0.4266,0.4321",8.10682862,nan,none,0.35679105,1.91264491,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,alanine_dipeptide,,,,,-495.46013022,,,2768,experiments/exp2_observables/results/ckpt_alanine_dipeptide_M468.eqx,468,12000,0,-495.46010940,-0.02081617,True,15405,657,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-495.46010940,,,,,468,,,-495.46010940,0.00000000,True,,,,cc-pvqz,raw,3.97645319,nan,none,n/a,nan,nan,nan,-0.21749750,-0.02297970,0.19451780,493.48956839,"125.0563,125.2242,308.2727,202.6552,124.7989,125.0694,123.4884,308.0479,202.3417,124.8651,0.4641,0.4586,0.4605,0.4572,0.4582,0.4476,0.4618,0.4587,0.4543,0.4731,0.4649,0.4667",2.01959143,nan,none,0.06212773,0.62005592,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,alanine_dipeptide,,,,,-495.49513594,,,12301,experiments/exp2_observables/results/ckpt_alanine_dipeptide_M910.eqx,910,12000,0,-495.49412201,-1.01393209,False,29971,1423,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-495.49412201,,,,,910,,,-495.49412201,0.00000000,True,,,,cc-pvqz,raw,4.09786193,nan,none,n/a,nan,nan,nan,-0.21372478,-0.03360770,0.18011708,493.51257848,"125.5151,125.8181,309.6106,203.7137,125.5733,125.5595,125.8978,310.7079,203.5521,125.6686,0.4685,0.4675,0.4655,0.4594,0.4676,0.4694,0.4699,0.4682,0.4567,0.4751,0.4677,0.4779",1.70858560,nan,none,0.02346969,0.27877323,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-494.73032354,,,,,200,,,-494.73032354,0.00000000,True,,,,cc-pvqz,raw,4.09082543,nan,none,n/a,nan,nan,nan,-0.19618304,0.03987779,0.23606083,492.46579542,"115.5457,115.3310,281.6630,175.5301,115.1287,115.5490,108.4698,279.2270,182.9581,115.9624,0.3802,0.3665,0.4090,0.3341,0.4073,0.4400,0.4390,0.3706,0.2868,0.3826,0.4266,0.4321",8.10682862,nan,none,0.35679105,1.91264491,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-494.75166216,,,,,200,,,-494.75166216,0.00000000,True,,,,cc-pvqz,polished,4.62172253,nan,none,n/a,nan,nan,nan,-0.18736543,0.02535000,0.21271542,492.40198158,"115.7366,114.9638,280.6655,175.5166,115.0626,115.6073,109.1065,279.0121,182.9615,116.6068,0.3887,0.3722,0.3919,0.3425,0.3794,0.4342,0.4382,0.3684,0.2875,0.3730,0.4269,0.4317",7.13661498,0.33662923,cc-pvqz,0.33094439,1.92504390,nan,,,,,,,,,,,,,,,,pyscf,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-495.46010940,,,,,468,,,-495.46010940,0.00000000,True,,,,cc-pvqz,raw,3.97645319,nan,none,n/a,nan,nan,nan,-0.21749750,-0.02297970,0.19451780,493.48956839,"125.0563,125.2242,308.2727,202.6552,124.7989,125.0694,123.4884,308.0479,202.3417,124.8651,0.4641,0.4586,0.4605,0.4572,0.4582,0.4476,0.4618,0.4587,0.4543,0.4731,0.4649,0.4667",2.01959143,nan,none,0.06212773,0.62005592,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-495.46874421,,,,,468,,,-495.46874421,0.00000000,True,,,,cc-pvqz,polished,4.04019931,nan,none,n/a,nan,nan,nan,-0.21877752,-0.02371693,0.19506059,493.50172757,"125.2402,125.3479,308.5941,202.8451,125.0722,125.1563,124.9970,308.2174,202.4571,125.0241,0.4673,0.4585,0.4614,0.4566,0.4612,0.4651,0.4638,0.4595,0.4438,0.4708,0.4656,0.4651",2.07965949,0.03688893,cc-pvqz,0.03660064,0.60022285,nan,,,,,,,,,,,,,,,,pyscf,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-495.49412201,,,,,910,,,-495.49412201,0.00000000,True,,,,cc-pvqz,raw,4.09786193,nan,none,n/a,nan,nan,nan,-0.21372478,-0.03360770,0.18011708,493.51257848,"125.5151,125.8181,309.6106,203.7137,125.5733,125.5595,125.8978,310.7079,203.5521,125.6686,0.4685,0.4675,0.4655,0.4594,0.4676,0.4694,0.4699,0.4682,0.4567,0.4751,0.4677,0.4779",1.70858560,nan,none,0.02346969,0.27877323,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,alanine_dipeptide,,,,,-495.49416009,,,,,910,,,-495.49416009,0.00000000,True,,,,cc-pvqz,polished,4.09861483,nan,none,n/a,nan,nan,nan,-0.21375685,-0.03413640,0.17962044,493.51291997,"125.5928,125.7927,309.8420,203.7164,125.5701,125.5798,125.8960,310.7421,203.6917,125.6514,0.4728,0.4688,0.4675,0.4640,0.4678,0.4693,0.4714,0.4693,0.4594,0.4799,0.4685,0.4795",1.71301984,0.00865028,cc-pvqz,0.01868510,0.29125356,nan,,,,,,,,,,,,,,,,pyscf,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.91474065,,,,,174,,,-154.91474065,0.00000000,True,,,,cc-pv5z,polished,1.52091981,1.44100000,mu_0,anti,79.91981036,nan,nan,-0.23055956,0.04922175,0.27978131,154.36095392,"125.0945,125.0170,307.6918,0.4517,0.4669,0.4672,0.4643,0.4862,0.4724",1.44207674,0.00913292,cc-pvtz,0.01622113,0.14173977,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.92780915,,,,,345,,,-154.92780915,0.00000000,True,,,,cc-pv5z,polished,1.58215339,1.44100000,mu_0,anti,141.15338951,nan,nan,-0.22708841,-0.00058651,0.22650191,154.36475852,"125.8241,125.7092,309.9136,0.4557,0.4680,0.4768,0.4785,0.4967,0.4908",1.08198923,0.00335328,cc-pvtz,0.01328915,0.05754438,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.68461921,,,,,72,,,-154.68461921,0.00000000,True,,,,cc-pv5z,polished,0.93839330,1.44100000,mu_0,anti,-502.60670145,nan,nan,-0.21599769,0.19734472,0.41334242,154.07359964,"115.1467,115.6524,281.4473,0.3191,0.4359,0.3923,0.4382,0.4509,0.4066",9.23148872,0.15287991,cc-pvtz,0.16044920,0.78015149,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38943717,,,,,115,,,-76.38943717,0.00000000,True,,,,cc-pv5z,polished,1.79022483,1.85498000,mu_0,n/a,-64.75517246,1.85908000,-68.85517246,-0.26736138,-0.01195720,0.25540418,76.16119775,"309.9381,0.4616,0.4602",3.15484417,0.00214170,cc-pvqz,0.01406485,0.03117664,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.27993662,,,,,24,,,-76.27993662,0.00000000,True,,,,cc-pv5z,polished,1.68717173,1.85498000,mu_0,n/a,-167.80827141,1.85908000,-171.90827141,-0.25695877,0.50053440,0.75749316,76.03536683,"276.5191,0.3100,0.3905",14.23713115,0.10518714,cc-pvqz,0.10518695,0.31812805,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38665197,,,,,58,,,-76.38665197,0.00000000,True,,,,cc-pv5z,polished,1.79058410,1.85498000,mu_0,n/a,-64.39590002,1.85908000,-68.49590002,-0.26910369,0.03885929,0.30796299,76.15791642,"307.6763,0.4580,0.4486",3.34106134,0.00816300,cc-pvqz,0.02113346,0.06750737,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.39037844,,,,,192,,,-76.39037844,0.00000000,True,,,,none,,1.79596868,1.85498000,mu_0,n/a,-59.01132291,1.85908000,-63.11132291,-0.26659713,-0.02263309,0.24396403,76.16407636,"310.5476,0.4590,0.4581",,,,0.01490386,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,water,,,,,-76.27858568,,,198,experiments/exp2_observables/results/ckpt_water_M24.eqx,24,12000,0,-76.27858559,-0.00008955,True,253,253,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,forces,water,,,,,-76.27993669,,,149,experiments/exp2_observables/results/ckpt_water_M24_polished.eqx,24,,,-76.27993662,-0.00007082,True,,,,,,,,,,,,,,,,,,,0.10518714,cc-pvqz,,,,,,,,,,,,,,,,final,0.00000638,0.00006452,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.27993662,,,,,24,,,-76.27993662,0.00000000,True,,,,cc-pv5z,polished,1.68717173,1.85498000,mu_0,n/a,-167.80827141,1.85908000,-171.90827141,-0.25695877,0.50053440,0.75749316,76.03536683,"276.5191,0.3100,0.3905",14.23713115,0.10518714,cc-pvqz,0.10518695,0.31812805,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,water,,,,,-76.38596226,,,228,experiments/exp2_observables/results/ckpt_water_M58.eqx,58,12000,0,-76.38596224,-0.00002075,True,266,242,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,forces,water,,,,,-76.38665196,,,171,experiments/exp2_observables/results/ckpt_water_M58_polished.eqx,58,,,-76.38665197,0.00001624,True,,,,,,,,,,,,,,,,,,,0.00816300,cc-pvqz,,,,,,,,,,,,,,,,final,0.00001655,0.00003370,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38665197,,,,,58,,,-76.38665197,0.00000000,True,,,,cc-pv5z,polished,1.79058410,1.85498000,mu_0,n/a,-64.39590002,1.85908000,-68.49590002,-0.26910369,0.03885929,0.30796299,76.15791642,"307.6763,0.4580,0.4486",3.34106134,0.00816300,cc-pvqz,0.02113346,0.06750737,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,water,,,,,-76.38937719,,,507,experiments/exp2_observables/results/ckpt_water_M115.eqx,115,12000,0,-76.38937726,0.00007634,True,561,246,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,forces,water,,,,,-76.38945482,,,245,experiments/exp2_observables/results/ckpt_water_M115_polished.eqx,115,,,-76.38943717,-0.01764709,True,,,,,,,,,,,,,,,,,,,0.00214170,cc-pvqz,,,,,,,,,,,,,,,,final,0.00000408,0.00001488,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38943717,,,,,115,,,-76.38943717,0.00000000,True,,,,cc-pv5z,polished,1.79022483,1.85498000,mu_0,n/a,-64.75517246,1.85908000,-68.85517246,-0.26736138,-0.01195720,0.25540418,76.16119775,"309.9381,0.4616,0.4602",3.15484417,0.00214170,cc-pvqz,0.01406485,0.03117664,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.66703732,,,376,experiments/exp2_observables/results/ckpt_ethanol_M72.eqx,72,12000,0,-154.66704252,0.00520314,True,988,245,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,forces,ethanol,,,,,-154.68460250,,,283,experiments/exp2_observables/results/ckpt_ethanol_M72_polished.eqx,72,,,-154.68461921,0.01671841,True,,,,,,,,,,,,,,,,,,,0.15287991,cc-pvtz,,,,,,,,,,,,,,,,final,0.00001044,0.00001739,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.68461921,,,,,72,,,-154.68461921,0.00000000,True,,,,cc-pv5z,polished,0.93839330,1.44100000,mu_0,anti,-502.60670145,nan,nan,-0.21599769,0.19734472,0.41334242,154.07359964,"115.1467,115.6524,281.4473,0.3191,0.4359,0.3923,0.4382,0.4509,0.4066",9.23148872,0.15287991,cc-pvtz,0.16044920,0.78015149,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.91366933,,,859,experiments/exp2_observables/results/ckpt_ethanol_M174.eqx,174,12000,0,-154.91330909,-0.36023293,False,2384,303,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,forces,ethanol,,,,,-154.91539123,,,434,experiments/exp2_observables/results/ckpt_ethanol_M174_polished.eqx,174,,,-154.91474065,-0.65058502,False,,,,,,,,,,,,,,,,,,,0.00913292,cc-pvtz,,,,,,,,,,,,,,,,final,0.00000824,0.00001913,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.91474065,,,,,174,,,-154.91474065,0.00000000,True,,,,cc-pv5z,polished,1.52091981,1.44100000,mu_0,anti,79.91981036,nan,nan,-0.23055956,0.04922175,0.27978131,154.36095392,"125.0945,125.0170,307.6918,0.4517,0.4669,0.4672,0.4643,0.4862,0.4724",1.44207674,0.00913292,cc-pvtz,0.01622113,0.14173977,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.92130207,,,3206,experiments/exp2_observables/results/ckpt_ethanol_M345.eqx,345,12000,0,-154.92064102,-0.66105261,False,4727,593,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00000000,,,,,,,,,,,
exp2_observables,RESULT,forces,ethanol,,,,,-154.92889443,,,2632,experiments/exp2_observables/results/ckpt_ethanol_M345_polished.eqx,345,,,-154.92780915,-1.08528664,False,,,,,,,,,,,,,,,,,,,0.00335328,cc-pvtz,,,,,,,,,,,,,,,,final,0.00007935,0.00000802,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.92780915,,,,,345,,,-154.92780915,0.00000000,True,,,,cc-pv5z,polished,1.58215339,1.44100000,mu_0,anti,141.15338951,nan,nan,-0.22708841,-0.00058651,0.22650191,154.36475852,"125.8241,125.7092,309.9136,0.4557,0.4680,0.4768,0.4785,0.4967,0.4908",1.08198923,0.00335328,cc-pvtz,0.01328915,0.05754438,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,gto,water,cc-pvqz,115,,,-76.38312412,,,5120,,,,,,,,12683,,,,,1.85115713,,,,,,,-0.25743175,-0.00389557,0.25353618,76.16197979,"304.493204,0.445046,0.445046",,,,0.01297046,,,True,1.78e-08,5,91142,"-18.74244039,-0.92442993,-0.47826900,-0.33477692,-0.25743175",,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,water,,,,,-76.30251021,,,190,experiments/exp2_observables/results/ckpt_water_M24.eqx,24,12000,0,-76.30251011,-0.00010274,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.30251011,,,,,24,,,-76.30251011,0.00000000,True,,,,cc-pvqz,,1.78697993,1.85498000,mu_0,n/a,-68.00007142,1.85908000,-72.10007142,-0.26231685,0.36446701,0.62678386,76.06384992,"277.2654,0.3026,0.3424",6.70627730,0.04562102,,,0.24604340,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,water,,,,,-76.38545670,,,232,experiments/exp2_observables/results/ckpt_water_M58.eqx,58,12000,0,-76.38544775,-0.00895027,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38544775,,,,,58,,,-76.38544775,0.00000000,True,,,,cc-pvqz,,1.78905054,1.85498000,mu_0,n/a,-65.92946047,1.85908000,-70.02946047,-0.26911640,0.05382843,0.32294483,76.16275439,"307.3058,0.4544,0.4443",8.41746366,0.00730610,,,0.08701378,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,water,,,,,-76.38940639,,,404,experiments/exp2_observables/results/ckpt_water_M115.eqx,115,12000,0,-76.38930448,-0.10190590,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38930448,,,,,115,,,-76.38930448,0.00000000,True,,,,cc-pvqz,,1.79038200,1.85498000,mu_0,n/a,-64.59800021,1.85908000,-68.69800021,-0.26733249,-0.01544029,0.25189220,76.16137810,"309.7199,0.4549,0.4572",9.10474870,0.00844156,,,0.07114680,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.69189205,,,352,experiments/exp2_observables/results/ckpt_ethanol_M72.eqx,72,12000,0,-154.69191003,0.01797892,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.69191003,,,,,72,,,-154.69191003,0.00000000,True,,,,cc-pvtz,,1.07176224,1.44100000,mu_0,anti,-369.23776079,nan,nan,-0.23984105,0.29551234,0.53535338,154.06392233,"115.3493,115.4113,271.1739,0.2889,0.4365,0.4349,0.3868,0.4017,0.3939",7.42922108,0.28962868,,,0.65148947,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.91358406,,,692,experiments/exp2_observables/results/ckpt_ethanol_M174.eqx,174,12000,0,-154.91359854,0.01448278,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.91359854,,,,,174,,,-154.91359854,0.00000000,True,,,,cc-pvtz,,1.53272089,1.44100000,mu_0,anti,91.72089115,nan,nan,-0.22979654,0.06828182,0.29807836,154.35407507,"124.8945,124.8141,307.5356,0.4562,0.4603,0.4661,0.4645,0.4868,0.4767",5.10247755,0.02851728,,,0.21504689,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,ckpt,ethanol,,,,,-154.92142447,,,2185,experiments/exp2_observables/results/ckpt_ethanol_M345.eqx,345,12000,0,-154.92055944,-0.86502203,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.92055944,,,,,345,,,-154.92055944,0.00000000,True,,,,cc-pvtz,,1.57143938,1.44100000,mu_0,anti,130.43938063,nan,nan,-0.22680775,0.00236008,0.22916783,154.36039770,"125.6339,125.5997,310.1659,0.4523,0.4639,0.4730,0.4758,0.4958,0.4925",4.34144630,0.01934040,,,0.16563537,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.32948194,,,,,24,,,-76.32948194,0.00000000,True,,,,cc-pv5z,polished,1.77736826,1.85498000,mu_0,n/a,-77.61174194,1.85908000,-81.71174194,-0.25865696,0.34619122,0.60484818,76.09444967,"285.4611,0.2959,0.3901",9.25490308,0.03583118,cc-pvqz,0.04880164,0.20722951,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38627137,,,,,58,,,-76.38627137,0.00000000,True,,,,cc-pv5z,polished,1.78405910,1.85498000,mu_0,n/a,-70.92090437,1.85908000,-75.02090437,-0.26921790,0.02120160,0.29041950,76.15954551,"307.6339,0.4544,0.4516",3.33982610,0.01291683,cc-pvqz,0.02588729,0.07139293,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38941469,,,,,115,,,-76.38941469,0.00000000,True,,,,cc-pv5z,polished,1.78973499,1.85498000,mu_0,n/a,-65.24501066,1.85908000,-69.34501066,-0.26740378,-0.01019707,0.25720671,76.16093337,"309.9095,0.4606,0.4543",3.23102365,0.00166132,cc-pvqz,0.01355665,0.03221344,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.67855916,,,,,72,,,-154.67855916,0.00000000,True,,,,cc-pv5z,polished,1.07130688,1.44100000,mu_0,anti,-369.69312424,nan,nan,-0.21203108,0.24322536,0.45525643,154.04484804,"115.3321,115.5991,270.7073,0.3163,0.4340,0.4602,0.4379,0.4069,0.3949",7.79469680,0.12609531,cc-pvtz,0.13366460,0.70786668,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.91492577,,,,,174,,,-154.91492577,0.00000000,True,,,,cc-pv5z,polished,1.58034568,1.44100000,mu_0,anti,139.34567872,nan,nan,-0.23169701,0.04938301,0.28108002,154.35808555,"125.0880,125.0516,307.5897,0.4519,0.4628,0.4684,0.4702,0.4839,0.4666",1.24061501,0.03760926,cc-pvtz,0.04059739,0.15763461,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.92052541,,,,,345,,,-154.92052541,0.00000000,True,,,,cc-pv5z,polished,1.57631473,1.44100000,mu_0,anti,135.31473494,nan,nan,-0.22703280,-0.00051958,0.22651322,154.36101754,"125.6030,125.7913,310.1297,0.4547,0.4714,0.4745,0.4785,0.4957,0.4910",0.88608715,0.00328971,cc-pvtz,0.01252553,0.05451315,0.06561301,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.30251011,,,,,24,,,-76.30251011,0.00000000,True,,,,cc-pv5z,,1.78697993,1.85498000,mu_0,n/a,-68.00007142,1.85908000,-72.10007142,-0.26231685,0.36446701,0.62678386,76.06384992,"277.2654,0.3026,0.3424",10.44525721,nan,,0.04562121,0.26011516,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38544775,,,,,58,,,-76.38544775,0.00000000,True,,,,cc-pv5z,,1.78905054,1.85498000,mu_0,n/a,-65.92946047,1.85908000,-70.02946047,-0.26911640,0.05382843,0.32294483,76.16275439,"307.3058,0.4544,0.4443",3.26744740,nan,,0.01428478,0.07138412,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,water,,,,,-76.38930448,,,,,115,,,-76.38930448,0.00000000,True,,,,cc-pv5z,,1.79038200,1.85498000,mu_0,n/a,-64.59800021,1.85908000,-68.69800021,-0.26733249,-0.01544029,0.25189220,76.16137810,"309.7199,0.4549,0.4572",2.99780611,nan,,0.00916340,0.03144626,0.05523718,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.69191003,,,,,72,,,-154.69191003,0.00000000,True,,,,cc-pvqz,,1.07176224,1.44100000,mu_0,anti,-369.23776079,nan,nan,-0.23984105,0.29551234,0.53535338,154.06392233,"115.3493,115.4113,271.1739,0.2889,0.4365,0.4349,0.3868,0.4017,0.3939",7.87326363,nan,,0.29261680,0.66622639,nan,,,,,,,,,,,,,,,,,,,,,,,
exp2_observables,RESULT,obs,ethanol,,,,,-154.91359854,,,,,174,,,-154.91359854,0.00000000,True,,,,cc-pvqz,,1.53272089,1.44100000,mu_0,anti,91.72089115,nan,nan,-0.22979654,0.06828182,0.29807836,154.35407507,"124.8945,124.8141,307.5356,0.4562,0.4603,0.4661,0.4645,0.4868,0.4767",3.33801661,nan,,0.03150540,0.15909387,nan,,,,,,,,,,,,,,,,,,,,,,,
